Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
02.07.2015;2.078,03;2.085,06;2.071,02;2.076,78;484.440.239
06.07.2015;2.073,95;2.078,61;2.058,40;2.068,76;586.209.073
07.07.2015;2.069,52;2.083,74;2.044,02;2.081,34;624.382.379
08.07.2015;2.077,66;2.077,66;2.044,66;2.046,68;372.276.830
09.07.2015;2.049,73;2.074,28;2.049,73;2.051,31;553.570.988
10.07.2015;2.052,74;2.081,31;2.052,74;2.076,62;487.492.213
13.07.2015;2.080,03;2.100,67;2.080,03;2.099,60;504.047.608
14.07.2015;2.099,72;2.111,98;2.098,18;2.108,95;501.243.649
15.07.2015;2.109,01;2.114,14;2.102,49;2.107,40;538.810.633
16.07.2015;2.110,55;2.124,42;2.110,55;2.124,29;531.489.666
17.07.2015;2.126,80;2.128,91;2.119,88;2.126,64;626.055.481
20.07.2015;2.126,85;2.132,82;2.123,65;2.128,28;498.063.871
21.07.2015;2.127,55;2.128,49;2.115,40;2.119,21;549.092.745
22.07.2015;2.118,21;2.118,51;2.110,00;2.114,15;604.850.316
23.07.2015;2.114,16;2.116,87;2.098,63;2.102,15;583.756.482
24.07.2015;2.102,24;2.106,01;2.077,09;2.079,65;622.862.924
27.07.2015;2.078,19;2.078,19;2.063,52;2.067,64;658.424.497
28.07.2015;2.070,75;2.095,60;2.069,09;2.093,25;612.199.117
29.07.2015;2.094,70;2.110,60;2.094,08;2.108,57;568.110.723
30.07.2015;2.106,78;2.110,48;2.094,97;2.108,63;505.302.182
31.07.2015;2.111,60;2.114,24;2.102,07;2.103,84;639.716.945
03.08.2015;2.104,49;2.105,70;2.087,31;2.098,04;546.235.777
04.08.2015;2.097,68;2.102,51;2.088,60;2.093,32;545.885.014
05.08.2015;2.095,27;2.112,66;2.095,27;2.099,84;580.780.772
06.08.2015;2.100,75;2.103,32;2.075,53;2.083,56;611.690.579
07.08.2015;2.082,61;2.082,61;2.067,91;2.077,57;529.686.686
10.08.2015;2.080,98;2.105,35;2.080,98;2.104,18;536.952.747
11.08.2015;2.102,66;2.102,66;2.076,49;2.084,07;562.080.936
12.08.2015;2.081,10;2.089,06;2.052,09;2.086,05;632.320.464
13.08.2015;2.086,19;2.092,93;2.078,26;2.083,39;502.475.309
14.08.2015;2.083,15;2.092,45;2.080,61;2.091,54;448.636.523
17.08.2015;2.089,70;2.102,87;2.079,30;2.102,44;426.042.175
18.08.2015;2.101,99;2.103,47;2.094,14;2.096,92;444.211.630
19.08.2015;2.095,69;2.096,17;2.070,53;2.079,61;571.231.726
20.08.2015;2.076,61;2.076,61;2.035,73;2.035,73;674.625.605
21.08.2015;2.034,08;2.034,08;1.970,89;1.970,89;1.064.386.975
24.08.2015;1.965,15;1.965,15;1.867,01;1.893,21;1.333.409.516
25.08.2015;1.898,08;1.948,04;1.867,08;1.867,61;1.051.285.330
26.08.2015;1.872,75;1.943,09;1.872,75;1.940,51;1.028.890.548
27.08.2015;1.942,77;1.989,60;1.942,77;1.987,66;924.279.973
28.08.2015;1.986,06;1.993,48;1.975,19;1.988,87;723.484.652
31.08.2015;1.986,73;1.986,73;1.965,98;1.972,18;764.741.387
01.09.2015;1.970,09;1.970,09;1.903,07;1.913,85;870.125.463
02.09.2015;1.916,52;1.948,91;1.916,52;1.948,86;732.830.759
03.09.2015;1.950,79;1.975,01;1.944,72;1.951,13;632.699.986
04.09.2015;1.947,76;1.947,76;1.911,21;1.921,22;665.450.828
08.09.2015;1.927,30;1.970,42;1.927,30;1.969,41;683.168.139
09.09.2015;1.971,45;1.988,63;1.937,88;1.942,04;666.981.166
10.09.2015;1.941,59;1.965,29;1.937,19;1.952,29;668.618.889
11.09.2015;1.951,45;1.961,05;1.939,19;1.961,05;589.037.146
14.09.2015;1.963,06;1.963,06;1.948,27;1.953,03;546.552.646
15.09.2015;1.955,10;1.983,19;1.954,30;1.978,09;538.205.710
16.09.2015;1.978,02;1.997,26;1.977,93;1.995,31;592.020.686
17.09.2015;1.995,33;2.020,86;1.986,73;1.990,20;704.674.713
18.09.2015;1.989,66;1.989,66;1.953,45;1.958,03;1.860.981.324
21.09.2015;1.960,84;1.979,64;1.955,80;1.966,97;570.775.068
22.09.2015;1.961,39;1.961,39;1.929,22;1.942,74;692.587.353
23.09.2015;1.943,24;1.949,52;1.932,57;1.938,76;505.058.172
24.09.2015;1.934,81;1.937,17;1.908,92;1.932,24;715.118.376
25.09.2015;1.935,93;1.952,89;1.921,50;1.931,34;691.099.595
28.09.2015;1.929,18;1.929,18;1.879,21;1.881,77;776.043.095
29.09.2015;1.881,90;1.899,48;1.871,91;1.884,09;735.886.295
30.09.2015;1.887,14;1.920,53;1.887,14;1.920,03;848.521.002
01.10.2015;1.919,65;1.927,21;1.900,70;1.923,82;676.563.545
02.10.2015;1.921,77;1.951,36;1.893,70;1.951,36;763.255.552
05.10.2015;1.954,33;1.989,17;1.954,33;1.987,05;725.881.817
06.10.2015;1.986,63;1.991,62;1.971,99;1.979,92;679.866.164
07.10.2015;1.982,34;1.999,31;1.976,44;1.995,83;735.394.471
08.10.2015;1.994,01;2.016,50;1.987,53;2.013,43;604.478.359
09.10.2015;2.013,73;2.020,13;2.007,61;2.014,89;623.423.601
12.10.2015;2.015,65;2.018,66;2.010,55;2.017,46;464.138.958
13.10.2015;2.015,00;2.022,34;2.001,78;2.003,69;567.343.893
14.10.2015;2.003,66;2.009,56;1.990,73;1.994,24;629.947.986
15.10.2015;1.996,47;2.024,15;1.996,47;2.023,86;671.059.272
16.10.2015;2.024,37;2.033,54;2.020,46;2.033,11;711.470.641
19.10.2015;2.031,73;2.034,45;2.022,31;2.033,66;600.551.881
20.10.2015;2.033,13;2.039,12;2.026,61;2.030,77;563.655.848
21.10.2015;2.033,47;2.037,97;2.017,22;2.018,94;610.204.136
22.10.2015;2.021,88;2.055,20;2.021,88;2.052,51;786.028.633
23.10.2015;2.058,19;2.079,74;2.058,19;2.075,15;745.335.577
26.10.2015;2.075,08;2.075,14;2.066,53;2.071,18;602.332.322
27.10.2015;2.068,75;2.070,37;2.058,84;2.065,89;650.112.593
28.10.2015;2.066,48;2.090,35;2.063,11;2.090,35;660.968.318
29.10.2015;2.088,35;2.092,52;2.082,63;2.089,41;549.091.191
30.10.2015;2.090,00;2.094,32;2.079,34;2.079,36;789.097.525
02.11.2015;2.080,76;2.106,20;2.080,76;2.104,05;579.601.950
03.11.2015;2.102,63;2.116,48;2.097,51;2.109,79;588.205.970
04.11.2015;2.110,60;2.114,59;2.096,98;2.102,31;615.424.681
05.11.2015;2.101,68;2.108,78;2.090,41;2.099,93;589.737.116
06.11.2015;2.098,60;2.101,91;2.083,74;2.099,20;661.105.431
09.11.2015;2.096,56;2.096,56;2.068,24;2.078,58;664.847.995
10.11.2015;2.077,19;2.083,67;2.069,91;2.081,72;564.878.625
11.11.2015;2.083,41;2.086,94;2.074,85;2.075,00;511.666.901
12.11.2015;2.072,29;2.072,29;2.045,66;2.045,97;573.865.618
13.11.2015;2.044,64;2.044,64;2.022,02;2.023,04;652.851.199
16.11.2015;2.022,08;2.053,22;2.019,39;2.053,19;607.470.471
17.11.2015;2.053,67;2.066,69;2.045,90;2.050,44;677.184.030
18.11.2015;2.051,99;2.085,31;2.051,99;2.083,58;608.652.201
19.11.2015;2.083,70;2.086,74;2.078,76;2.081,24;536.851.932
20.11.2015;2.082,82;2.097,06;2.082,82;2.089,17;689.172.913
23.11.2015;2.089,41;2.095,61;2.081,39;2.086,59;571.414.251
24.11.2015;2.084,42;2.094,12;2.070,29;2.089,14;607.006.689
25.11.2015;2.089,30;2.093,00;2.086,30;2.088,87;440.227.053
27.11.2015;2.088,82;2.093,29;2.084,13;2.090,11;240.297.214
30.11.2015;2.090,95;2.093,81;2.080,41;2.080,41;818.038.598
01.12.2015;2.082,93;2.103,37;2.082,93;2.102,63;591.053.709
02.12.2015;2.101,71;2.104,27;2.077,11;2.079,51;615.433.393
03.12.2015;2.080,71;2.085,00;2.042,35;2.049,62;749.534.853
04.12.2015;2.051,24;2.093,84;2.051,24;2.091,69;740.000.496
07.12.2015;2.090,42;2.090,42;2.066,78;2.077,07;639.169.032
08.12.2015;2.073,39;2.073,85;2.052,32;2.063,59;666.623.202
09.12.2015;2.061,17;2.080,33;2.036,53;2.047,62;719.904.950
10.12.2015;2.047,93;2.067,65;2.045,67;2.052,23;597.997.497
11.12.2015;2.047,27;2.047,27;2.008,80;2.012,37;718.417.683
14.12.2015;2.013,37;2.022,92;1.993,26;2.021,94;771.571.435
15.12.2015;2.025,55;2.053,87;2.025,55;2.043,41;689.853.132
16.12.2015;2.046,50;2.076,72;2.042,43;2.073,07;680.651.840
17.12.2015;2.073,76;2.076,37;2.041,66;2.041,89;646.285.876
18.12.2015;2.040,81;2.040,81;2.005,33;2.005,55;1.811.569.213
21.12.2015;2.010,27;2.022,90;2.005,93;2.021,15;610.294.061
22.12.2015;2.023,15;2.042,74;2.020,49;2.038,97;546.862.689
23.12.2015;2.042,20;2.064,73;2.042,20;2.064,29;545.191.292
24.12.2015;2.063,52;2.067,36;2.058,73;2.060,99;250.570.206
28.12.2015;2.057,77;2.057,77;2.044,20;2.056,50;367.737.617
29.12.2015;2.060,54;2.081,56;2.060,54;2.078,36;379.027.946
30.12.2015;2.077,34;2.077,34;2.061,97;2.063,36;334.631.815
31.12.2015;2.060,59;2.062,54;2.043,62;2.043,94;482.596.709
04.01.2016;2.038,20;2.038,20;1.989,68;2.012,66;802.072.115
05.01.2016;2.013,78;2.021,94;2.004,17;2.016,71;619.260.483
06.01.2016;2.011,71;2.011,71;1.979,05;1.990,26;734.820.348
07.01.2016;1.985,32;1.985,32;1.938,83;1.943,09;860.517.477
08.01.2016;1.945,97;1.960,40;1.918,46;1.922,03;800.798.104
11.01.2016;1.926,12;1.935,65;1.901,10;1.923,67;775.646.469
12.01.2016;1.927,83;1.947,38;1.914,35;1.938,68;759.189.614
13.01.2016;1.940,34;1.950,33;1.886,41;1.890,28;874.565.406
14.01.2016;1.891,68;1.934,47;1.878,93;1.921,84;920.305.719
15.01.2016;1.916,68;1.916,68;1.857,83;1.880,33;1.194.942.252
19.01.2016;1.888,66;1.901,44;1.864,60;1.881,33;876.359.950
20.01.2016;1.876,18;1.876,18;1.812,29;1.859,33;1.078.051.537
21.01.2016;1.861,46;1.889,85;1.848,98;1.868,99;853.633.943
22.01.2016;1.877,40;1.908,85;1.877,40;1.906,90;809.147.435
25.01.2016;1.906,28;1.906,28;1.875,97;1.877,08;760.931.974
26.01.2016;1.878,79;1.906,73;1.878,79;1.903,63;695.956.044
27.01.2016;1.902,52;1.916,99;1.872,70;1.882,95;801.306.427
28.01.2016;1.885,22;1.902,96;1.873,65;1.893,36;820.296.447
29.01.2016;1.894,00;1.940,24;1.894,00;1.940,24;1.218.351.135
01.02.2016;1.936,94;1.947,20;1.920,30;1.939,38;714.148.314
02.02.2016;1.935,26;1.935,26;1.897,29;1.903,03;788.015.916
03.02.2016;1.907,07;1.918,01;1.872,23;1.912,53;893.685.485
04.02.2016;1.911,67;1.927,35;1.900,52;1.915,45;865.531.792
05.02.2016;1.913,07;1.913,07;1.872,65;1.880,05;866.331.912
08.02.2016;1.873,25;1.873,25;1.828,46;1.853,44;1.012.893.978
09.02.2016;1.848,46;1.868,25;1.834,94;1.852,21;847.335.260
10.02.2016;1.857,10;1.881,60;1.850,32;1.851,86;765.063.599
11.02.2016;1.847,00;1.847,00;1.810,10;1.829,08;959.312.839
12.02.2016;1.833,40;1.864,78;1.833,40;1.864,78;803.669.163
16.02.2016;1.871,44;1.895,77;1.871,44;1.895,58;840.931.331
17.02.2016;1.898,80;1.930,68;1.898,80;1.926,82;818.658.375
18.02.2016;1.927,57;1.930,00;1.915,09;1.917,83;729.872.023
19.02.2016;1.916,74;1.918,78;1.902,17;1.917,78;862.747.420
22.02.2016;1.924,44;1.946,70;1.924,44;1.945,50;663.513.182
23.02.2016;1.942,38;1.942,38;1.919,44;1.921,27;626.779.261
24.02.2016;1.917,56;1.932,08;1.891,00;1.929,80;662.291.401
25.02.2016;1.931,87;1.951,83;1.925,41;1.951,70;590.047.710
26.02.2016;1.954,95;1.962,96;1.945,78;1.948,05;669.969.843
29.02.2016;1.947,13;1.958,27;1.931,81;1.932,23;849.487.549
01.03.2016;1.937,09;1.978,35;1.937,09;1.978,35;742.687.074
02.03.2016;1.976,60;1.986,51;1.968,80;1.986,45;680.819.457
03.03.2016;1.985,60;1.993,69;1.977,37;1.993,40;667.829.915
04.03.2016;1.994,01;2.009,13;1.986,77;1.999,99;782.584.654
07.03.2016;1.996,11;2.006,12;1.989,38;2.001,76;654.455.151
08.03.2016;1.996,88;1.996,88;1.977,43;1.979,26;699.806.748
09.03.2016;1.981,44;1.992,69;1.979,84;1.989,26;608.081.877
10.03.2016;1.990,97;2.005,08;1.969,25;1.989,57;665.444.879
11.03.2016;1.994,71;2.022,37;1.994,71;2.022,19;641.712.853
14.03.2016;2.019,27;2.024,57;2.012,05;2.019,64;546.841.030
15.03.2016;2.015,27;2.015,94;2.005,23;2.015,93;529.503.338
16.03.2016;2.014,24;2.032,02;2.010,04;2.027,22;617.671.853
17.03.2016;2.026,90;2.046,24;2.022,16;2.040,59;661.763.816
18.03.2016;2.041,16;2.052,36;2.041,16;2.049,58;1.743.158.162
21.03.2016;2.047,88;2.053,91;2.043,14;2.051,60;535.577.137
22.03.2016;2.048,64;2.056,60;2.040,57;2.049,80;555.485.645
23.03.2016;2.048,55;2.048,55;2.034,86;2.036,71;542.134.056
24.03.2016;2.032,48;2.036,04;2.022,49;2.035,94;600.131.213
28.03.2016;2.037,89;2.042,67;2.031,96;2.037,05;460.627.846
29.03.2016;2.035,75;2.055,91;2.028,31;2.055,01;571.883.048
30.03.2016;2.058,27;2.072,21;2.058,27;2.063,95;511.410.521
31.03.2016;2.063,77;2.067,92;2.057,46;2.059,74;636.510.226
01.04.2016;2.056,62;2.075,07;2.043,98;2.072,78;655.021.615
04.04.2016;2.073,19;2.074,02;2.062,57;2.066,13;532.705.295
05.04.2016;2.062,50;2.062,50;2.042,56;2.045,17;666.163.177
06.04.2016;2.045,56;2.067,33;2.043,09;2.066,66;581.198.920
07.04.2016;2.063,01;2.063,01;2.033,80;2.041,91;618.277.738
08.04.2016;2.045,54;2.060,63;2.041,69;2.047,60;534.860.062
11.04.2016;2.050,23;2.062,93;2.041,88;2.041,99;586.554.903
12.04.2016;2.043,72;2.065,05;2.039,74;2.061,72;590.857.575
13.04.2016;2.065,92;2.083,18;2.065,92;2.082,42;630.914.475
14.04.2016;2.082,89;2.087,84;2.078,13;2.082,78;563.108.643
15.04.2016;2.083,10;2.083,22;2.076,31;2.080,73;693.554.004
18.04.2016;2.078,83;2.094,66;2.073,65;2.094,34;547.244.884
19.04.2016;2.096,05;2.104,05;2.091,68;2.100,80;590.323.888
20.04.2016;2.101,52;2.111,05;2.096,32;2.102,40;604.654.546
21.04.2016;2.102,09;2.103,78;2.088,52;2.091,48;651.246.160
22.04.2016;2.091,49;2.094,32;2.081,20;2.091,58;705.983.995
25.04.2016;2.089,37;2.089,37;2.077,52;2.087,79;544.779.102
26.04.2016;2.089,84;2.096,87;2.085,80;2.091,70;598.555.074
27.04.2016;2.092,33;2.099,89;2.082,31;2.095,15;672.757.652
28.04.2016;2.090,93;2.099,30;2.071,62;2.075,81;689.220.607
29.04.2016;2.071,82;2.073,85;2.052,28;2.065,30;887.327.440
02.05.2016;2.067,17;2.083,42;2.066,11;2.081,43;604.121.364
03.05.2016;2.077,18;2.077,18;2.054,89;2.063,37;635.557.393
04.05.2016;2.060,30;2.060,30;2.045,55;2.051,12;626.804.080
05.05.2016;2.052,95;2.060,23;2.045,77;2.050,63;596.257.671
06.05.2016;2.047,77;2.057,72;2.039,45;2.057,14;588.441.649
09.05.2016;2.057,55;2.064,15;2.054,31;2.058,69;557.448.620
10.05.2016;2.062,63;2.084,87;2.062,63;2.084,39;520.435.759
11.05.2016;2.083,29;2.083,29;2.064,46;2.064,46;580.139.895
12.05.2016;2.067,17;2.073,99;2.053,13;2.064,11;588.564.913
13.05.2016;2.062,50;2.066,79;2.043,13;2.046,61;567.482.287
16.05.2016;2.046,53;2.071,88;2.046,53;2.066,66;567.330.467
17.05.2016;2.065,04;2.065,69;2.040,82;2.047,21;686.681.048
18.05.2016;2.044,38;2.060,61;2.034,49;2.047,63;558.156.815
19.05.2016;2.044,21;2.044,21;2.025,91;2.040,04;589.913.028
20.05.2016;2.041,88;2.058,35;2.041,88;2.052,32;697.842.193
23.05.2016;2.052,23;2.055,58;2.047,26;2.048,04;524.841.588
24.05.2016;2.052,65;2.079,67;2.052,65;2.076,06;557.588.563
25.05.2016;2.078,93;2.094,73;2.078,93;2.090,54;561.669.919
26.05.2016;2.091,44;2.094,30;2.087,08;2.090,10;474.138.505
27.05.2016;2.090,06;2.099,06;2.090,06;2.099,06;508.493.212
31.05.2016;2.100,13;2.103,48;2.088,66;2.096,96;904.459.880
01.06.2016;2.093,94;2.100,97;2.085,10;2.099,33;556.851.611
02.06.2016;2.097,71;2.105,26;2.088,59;2.105,26;628.062.808
03.06.2016;2.104,07;2.104,07;2.085,36;2.099,13;568.033.907
06.06.2016;2.100,83;2.113,36;2.100,83;2.109,41;532.939.655
07.06.2016;2.110,18;2.119,22;2.110,18;2.112,13;536.131.780
08.06.2016;2.112,71;2.120,55;2.112,71;2.119,12;496.867.839
09.06.2016;2.115,65;2.117,64;2.107,73;2.115,48;482.643.892
10.06.2016;2.109,57;2.109,57;2.089,96;2.096,07;552.199.108
13.06.2016;2.091,75;2.098,12;2.078,46;2.079,06;564.040.789
14.06.2016;2.076,65;2.081,30;2.064,10;2.075,32;576.788.895
15.06.2016;2.077,60;2.085,65;2.069,80;2.071,50;575.938.354
16.06.2016;2.066,36;2.079,62;2.050,37;2.077,99;552.019.076
17.06.2016;2.078,20;2.078,20;2.062,84;2.071,22;1.301.351.097
20.06.2016;2.075,58;2.100,66;2.075,58;2.083,25;598.150.842
21.06.2016;2.085,19;2.093,66;2.083,02;2.088,90;537.088.649
22.06.2016;2.089,75;2.099,71;2.084,36;2.085,45;519.438.852
23.06.2016;2.092,80;2.113,32;2.092,80;2.113,32;525.308.203
24.06.2016;2.103,81;2.103,81;2.032,57;2.037,41;1.403.897.820
27.06.2016;2.031,45;2.031,45;1.991,68;2.000,54;882.683.687
28.06.2016;2.006,67;2.036,09;2.006,67;2.036,09;718.967.504
29.06.2016;2.042,69;2.073,13;2.042,69;2.070,77;691.858.050
30.06.2016;2.073,17;2.098,94;2.070,00;2.098,86;892.556.858
01.07.2016;2.099,34;2.108,71;2.097,90;2.102,95;551.736.343
05.07.2016;2.095,05;2.095,05;2.080,86;2.088,55;650.706.103
06.07.2016;2.084,43;2.100,72;2.074,02;2.099,73;649.649.070
07.07.2016;2.100,42;2.109,08;2.089,39;2.097,90;546.432.231
08.07.2016;2.106,97;2.131,71;2.106,97;2.129,90;597.242.128
11.07.2016;2.131,72;2.143,16;2.131,72;2.137,16;514.370.297
12.07.2016;2.139,50;2.155,40;2.139,50;2.152,14;599.252.738
13.07.2016;2.153,81;2.156,45;2.146,21;2.152,43;514.541.411
14.07.2016;2.157,88;2.168,99;2.157,88;2.163,75;530.310.298
15.07.2016;2.165,13;2.169,05;2.155,79;2.161,74;643.101.106
18.07.2016;2.162,04;2.168,35;2.159,63;2.166,89;478.404.253
19.07.2016;2.163,79;2.164,63;2.159,01;2.163,78;516.605.607
20.07.2016;2.166,10;2.175,63;2.164,89;2.173,02;500.205.767
21.07.2016;2.172,91;2.174,56;2.159,75;2.165,17;559.292.869
22.07.2016;2.166,47;2.175,11;2.163,24;2.175,03;525.935.607
25.07.2016;2.173,71;2.173,71;2.161,95;2.168,48;511.374.042
26.07.2016;2.168,97;2.173,54;2.160,18;2.169,18;537.572.545
27.07.2016;2.169,81;2.174,98;2.159,07;2.166,58;661.630.367
28.07.2016;2.166,05;2.172,85;2.159,74;2.170,06;564.543.919
29.07.2016;2.168,83;2.177,09;2.163,49;2.173,60;787.086.996
01.08.2016;2.173,15;2.178,29;2.166,21;2.170,84;543.777.140
02.08.2016;2.169,94;2.170,20;2.147,58;2.157,03;619.382.235
03.08.2016;2.156,81;2.163,79;2.152,56;2.163,79;542.285.389
04.08.2016;2.163,51;2.168,19;2.159,07;2.164,25;492.388.664
05.08.2016;2.168,79;2.182,87;2.168,79;2.182,87;569.849.800
08.08.2016;2.183,76;2.185,44;2.177,85;2.180,89;486.958.977
09.08.2016;2.182,24;2.187,66;2.178,61;2.181,74;427.986.401
10.08.2016;2.182,81;2.183,41;2.172,00;2.175,49;439.573.433
11.08.2016;2.177,97;2.188,45;2.177,97;2.185,79;464.458.711
12.08.2016;2.183,74;2.186,28;2.179,42;2.184,05;432.156.303
15.08.2016;2.186,08;2.193,81;2.186,08;2.190,15;441.305.055
16.08.2016;2.186,24;2.186,24;2.178,14;2.178,15;484.439.239
17.08.2016;2.177,84;2.183,08;2.168,50;2.182,22;499.856.353
18.08.2016;2.181,90;2.187,03;2.180,46;2.187,02;510.514.826
19.08.2016;2.184,24;2.185,00;2.175,13;2.183,87;580.186.480
22.08.2016;2.181,58;2.185,15;2.175,96;2.182,64;463.033.593
23.08.2016;2.187,81;2.193,42;2.186,80;2.186,90;466.736.625
24.08.2016;2.185,09;2.186,66;2.171,25;2.175,44;472.264.903
25.08.2016;2.173,29;2.179,00;2.169,74;2.172,47;459.398.340
26.08.2016;2.175,10;2.187,94;2.160,39;2.169,04;494.425.690
29.08.2016;2.170,19;2.183,48;2.170,19;2.180,38;434.407.871
30.08.2016;2.179,45;2.182,27;2.170,41;2.176,12;470.170.318
31.08.2016;2.173,56;2.173,79;2.161,35;2.170,95;659.162.199
01.09.2016;2.171,33;2.173,56;2.157,09;2.170,86;507.264.056
02.09.2016;2.177,49;2.184,87;2.173,59;2.179,98;491.982.133
06.09.2016;2.181,61;2.186,57;2.175,10;2.186,48;569.188.047
07.09.2016;2.185,17;2.187,87;2.179,07;2.186,16;511.720.244
08.09.2016;2.182,76;2.184,94;2.177,49;2.181,30;530.082.582
09.09.2016;2.169,08;2.169,08;2.127,81;2.127,81;733.227.083
12.09.2016;2.120,86;2.163,30;2.119,12;2.159,04;678.673.914
13.09.2016;2.150,47;2.150,47;2.120,27;2.127,02;671.922.252
14.09.2016;2.127,86;2.141,33;2.119,90;2.125,77;613.057.415
15.09.2016;2.125,36;2.151,31;2.122,36;2.147,26;582.039.878
16.09.2016;2.146,48;2.146,48;2.131,20;2.139,16;1.474.359.736
19.09.2016;2.143,99;2.153,61;2.135,91;2.139,12;513.135.966
20.09.2016;2.145,94;2.150,80;2.139,17;2.139,76;484.990.399
21.09.2016;2.144,58;2.165,11;2.139,57;2.163,12;584.045.429
22.09.2016;2.170,94;2.179,99;2.170,94;2.177,18;521.694.980
23.09.2016;2.173,29;2.173,75;2.163,97;2.164,69;520.708.916
26.09.2016;2.158,54;2.158,54;2.145,04;2.146,10;517.726.610
27.09.2016;2.146,04;2.161,13;2.141,55;2.159,93;534.092.546
28.09.2016;2.161,85;2.172,40;2.151,79;2.171,37;558.057.164
29.09.2016;2.168,90;2.172,67;2.145,20;2.151,13;616.762.353
30.09.2016;2.156,51;2.175,30;2.156,51;2.168,27;809.085.274
03.10.2016;2.164,33;2.164,41;2.154,77;2.161,20;514.417.686
04.10.2016;2.163,37;2.165,46;2.144,01;2.150,49;562.930.985
05.10.2016;2.155,15;2.163,95;2.155,15;2.159,73;599.657.716
06.10.2016;2.158,22;2.162,93;2.150,28;2.160,77;517.703.265
07.10.2016;2.164,19;2.165,86;2.144,85;2.153,74;620.211.022
10.10.2016;2.160,39;2.169,60;2.160,39;2.163,66;452.832.485
11.10.2016;2.161,35;2.161,56;2.128,84;2.136,73;576.873.524
12.10.2016;2.137,67;2.145,36;2.132,77;2.139,18;458.983.794
13.10.2016;2.130,26;2.138,19;2.114,72;2.132,55;561.305.794
14.10.2016;2.139,68;2.149,19;2.132,98;2.132,98;548.993.154
17.10.2016;2.132,95;2.135,61;2.124,43;2.126,50;479.259.921
18.10.2016;2.138,31;2.144,38;2.135,49;2.139,60;475.279.452
19.10.2016;2.140,81;2.148,44;2.138,15;2.144,29;544.371.390
20.10.2016;2.142,51;2.147,18;2.133,44;2.141,34;571.361.511
21.10.2016;2.139,43;2.142,63;2.130,09;2.141,16;654.860.857
24.10.2016;2.148,50;2.154,79;2.146,91;2.151,33;523.564.705
25.10.2016;2.149,72;2.151,44;2.141,93;2.143,16;530.792.143
26.10.2016;2.136,97;2.145,73;2.131,59;2.139,43;562.087.522
27.10.2016;2.144,06;2.147,13;2.132,52;2.133,04;614.708.800
28.10.2016;2.132,23;2.140,72;2.119,36;2.126,41;641.367.743
31.10.2016;2.129,78;2.133,25;2.125,53;2.126,15;673.263.488
01.11.2016;2.128,68;2.131,45;2.097,85;2.111,72;712.604.519
02.11.2016;2.109,43;2.111,76;2.094,00;2.097,94;641.501.340
03.11.2016;2.098,80;2.102,56;2.085,23;2.088,66;593.008.290
04.11.2016;2.083,79;2.099,07;2.083,79;2.085,18;624.672.107
07.11.2016;2.100,59;2.132,00;2.100,59;2.131,52;608.621.001
08.11.2016;2.129,92;2.146,87;2.123,56;2.139,56;556.634.318
09.11.2016;2.131,56;2.170,10;2.125,35;2.163,26;992.770.441
10.11.2016;2.167,49;2.182,30;2.151,17;2.167,48;997.868.105
11.11.2016;2.162,71;2.165,92;2.152,49;2.164,45;734.601.661
14.11.2016;2.165,64;2.171,36;2.156,08;2.164,20;798.242.148
15.11.2016;2.168,29;2.180,84;2.166,38;2.180,39;683.976.715
16.11.2016;2.177,53;2.179,22;2.172,20;2.176,94;569.327.906
17.11.2016;2.178,61;2.188,06;2.176,65;2.187,12;569.018.109
18.11.2016;2.186,85;2.189,89;2.180,38;2.181,90;670.518.317
21.11.2016;2.186,43;2.198,70;2.186,43;2.198,18;571.010.736
22.11.2016;2.201,56;2.204,80;2.194,51;2.202,94;593.601.222
23.11.2016;2.198,55;2.204,72;2.194,51;2.204,72;523.778.550
25.11.2016;2.206,27;2.213,35;2.206,27;2.213,35;261.974.388
28.11.2016;2.210,21;2.211,14;2.200,36;2.201,72;562.045.555
29.11.2016;2.200,76;2.210,46;2.198,15;2.204,66;578.283.446
30.11.2016;2.204,97;2.214,10;2.198,81;2.198,81;1.055.352.593
01.12.2016;2.200,17;2.202,60;2.187,44;2.191,08;742.047.822
02.12.2016;2.191,12;2.197,95;2.188,37;2.191,95;587.431.425
05.12.2016;2.200,65;2.209,42;2.199,97;2.204,71;2.353.018.266
06.12.2016;2.207,26;2.212,78;2.202,21;2.212,23;2.170.130.802
07.12.2016;2.210,72;2.241,63;2.208,93;2.241,35;2.734.847.977
08.12.2016;2.241,13;2.251,69;2.237,57;2.246,19;2.436.820.226
09.12.2016;2.249,73;2.259,80;2.249,23;2.259,53;2.200.678.359
12.12.2016;2.258,83;2.264,03;2.252,37;2.256,96;2.358.393.107
13.12.2016;2.263,32;2.277,53;2.263,32;2.271,72;2.311.255.270
14.12.2016;2.268,35;2.276,20;2.248,44;2.253,28;2.660.459.785
15.12.2016;2.253,77;2.272,12;2.253,77;2.262,03;2.428.153.807
16.12.2016;2.266,81;2.268,05;2.254,24;2.258,07;3.710.588.961
19.12.2016;2.259,24;2.267,47;2.258,21;2.262,53;1.855.781.424
20.12.2016;2.266,50;2.272,56;2.266,14;2.270,76;1.797.798.599
21.12.2016;2.270,54;2.271,23;2.265,15;2.265,18;1.585.087.533
22.12.2016;2.262,93;2.263,18;2.256,08;2.260,96;1.713.661.488
23.12.2016;2.260,25;2.263,79;2.258,84;2.263,79;1.082.067.041
